EventTypeName,Cluster no,Message,Timestamp,Status,Processed_Message
SAM Monitor Down,3,"Component ""Microsoft Exchange RPC Client Access"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange RPC Client Access application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Service Host"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Service Host application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Transport Submission"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Transport Submission application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Throttling"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Throttling application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Transport"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Transport application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Transport Log Search"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Transport Log Search application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Search Host Controller"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Search Host Controller application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Compliance Audit"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Compliance Audit application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node ISNOCPREX02 unknown state
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""WMI Remote Ping"" for application ""Remote Ping to 100.92.20.15 (TATA)"" on node ""ISNOCPRIVAPP01"" is in an unknown state",2025-02-18 00:15:31,down,Component WMI Remote Ping application Remote Ping TATA node ISNOCPRIVAPP01 unknown state
SAM Application Down,3,"Application ""Remote Ping to 100.92.20.15 (TATA)"" on node ""ISNOCPRIVAPP01"" is in an unknown state",2025-02-18 00:15:31,down,Application Remote Ping TATA node ISNOCPRIVAPP01 unknown state
SAM Monitor Down,3,"Component ""Top 10 active processes"" for application ""AIX"" on node ""AUHDWHDB"" is in an unknown state",2025-02-18 00:15:31,down,Component Top 10 active processes application AIX node AUHDWHDB unknown state
SAM Application Down,3,"Application ""AIX"" on node ""AUHDWHDB"" is in an unknown state",2025-02-18 00:15:31,down,Application AIX node AUHDWHDB unknown state
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node mafweb01 unknown state
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
Node Down,3,GComm-50B has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Active Directory Domain Services"" for application ""NOC Infra - Active Directory Domain Services Monitoring"" on node ""ISNOCPRDC04"" is in an unknown state",2025-02-18 00:15:31,down,Component Active Directory Domain Services application NOC Infra Active Directory Domain Services Monitoring node ISNOCPRDC04 unknown state
SAM Application Down,3,"Application ""NOC Infra - Active Directory Domain Services Monitoring"" on node ""ISNOCPRDC04"" is in an unknown state",2025-02-18 00:15:31,down,Application NOC Infra Active Directory Domain Services Monitoring node ISNOCPRDC04 unknown state
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node mafweb01 unknown state
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node mafweb01 unknown state
Interface Down,3,TCS-GM-SW6 - port9(primary) · port9 Down,2025-02-18 00:15:31,down,port9 primary port9
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Microsoft Exchange Frontend Transport"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Frontend Transport application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Application Down,3,"Application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Health Manager"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Health Manager application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Health Manager Recovery"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Health Manager Recovery application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Information Store"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Information Store application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Assistants"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Assistants application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Replication"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Replication application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Replication"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Replication application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange RPC Client Access"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange RPC Client Access application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Service Host"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Service Host application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Transport Submission"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Transport Submission application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Throttling"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Throttling application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Transport"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Transport application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Transport Log Search"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Transport Log Search application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Search Host Controller"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Search Host Controller application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Compliance Audit"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Compliance Audit application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Active Directory Topology"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Active Directory Topology application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Anti-spam Update"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Update application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Compliance Service"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Compliance Service application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange DAG Management"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange DAG Management application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Transport Delivery"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Transport Delivery application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Diagnostics"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Diagnostics application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange EdgeSync"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange EdgeSync application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Search"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Search application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
Interface Down,3,IS-DXB-HO-ESW04.intertecsys.com - GigabitEthernet1/0/22 · *** AI Thermal detector Reception - 172.20.133.11 *** Down,2025-02-18 00:15:31,down,AI Thermal detector Reception
Node Down,3,Greens-60F has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node mafweb01 unknown state
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node mafweb01 unknown state
Node Down,3,Greens-60F has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
Interface Down,3,PROD-MOBAPP1 - docker0 Down,2025-02-18 00:15:31,down,docker0
Node Down,3,GCommunitey-50B has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
Interface Down,3,TCS-GM-SW6 - port9(primary) · port9 Down,2025-02-18 00:15:31,down,port9 primary port9
Node Down,3,Greens-60F has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Memory and Swap statistic (MB)"" for application ""AIX"" on node ""AUHDWHDB"" is in an unknown state",2025-02-18 00:15:31,down,Component Memory Swap statistic MB application AIX node AUHDWHDB unknown state
SAM Application Down,3,"Application ""AIX"" on node ""AUHDWHDB"" is in an unknown state",2025-02-18 00:15:31,down,Application AIX node AUHDWHDB unknown state
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
Node Down,3,Greens-60F has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
Node Down,3,Greens-60F has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
SAM Application Down,3,"Application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Agent Log Processing Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Agent Log Processing Service application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""Sentinel Agent"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component Sentinel Agent application SentinelOne Services node mafweb01 unknown state
SAM Monitor Down,3,"Component ""SentinelOne Static Service"" for application ""SentinelOne Services"" on node ""mafweb01"" is in an unknown state",2025-02-18 00:15:31,down,Component SentinelOne Static Service application SentinelOne Services node mafweb01 unknown state
Node Down,3,Greens-60F has stopped responding (Request Timed Out),2025-02-18 00:15:31,down,stopped responding Request Timed
SAM Application Down,3,"Application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
SAM Monitor Down,3,"Component ""Error and Warning Events: SMS Server"" for application ""Microsoft System Center Configuration Manager Related Services"" on node ""ISDBPRCCM01"" is down",2025-02-18 00:15:31,down,Component Error Warning Events SMS Server application Microsoft System Center Configuration Manager Related Services node ISDBPRCCM01
Interface Down,3,AL-RAIS-OFFICE-60C - MANHAT-DIALUP Down,2025-02-18 00:15:31,down,
SAM Monitor Down,3,"Component ""Microsoft Exchange Active Directory Topology"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Active Directory Topology application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Application Down,3,"Application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Anti-spam Update"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Update application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Compliance Service"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Compliance Service application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange DAG Management"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange DAG Management application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Transport Delivery"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Transport Delivery application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Diagnostics"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Diagnostics application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange EdgeSync"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange EdgeSync application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Search"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Search application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Frontend Transport"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Frontend Transport application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Health Manager"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Health Manager application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Health Manager Recovery"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Health Manager Recovery application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Information Store"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Information Store application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
SAM Monitor Down,3,"Component ""Microsoft Exchange Mailbox Assistants"" for application ""Microsoft Exchange Services - NOC"" on node ""ISNOCPREX02"" is in an unknown state",2025-02-18 00:15:31,down,Component Microsoft Exchange Mailbox Assistants application Microsoft Exchange Services NOC node ISNOCPREX02 unknown state
